HGNC ID	Approved symbol	Alias symbol	Previous symbol	NCBI gene ID
HGNC:319	ACAN	CSPGCP	MSK16	176
HGNC:319	ACAN	CSPGCP	CSPG1	176
HGNC:319	ACAN	CSPGCP	AGC1	176
HGNC:16467	ACAP1	KIAA0050	CENTB1	9744
HGNC:16469	ACAP2	KIAA0041	CENTB2	23527
HGNC:16469	ACAP2	CNT-B2	CENTB2	23527
HGNC:16754	ACAP3	KIAA1716	CENTB5	116983
HGNC:93	ACAT1	THIL	ACAT	38
HGNC:94	ACAT2			39
HGNC:15453	ACBD3	GCP60	GOLPH1	64746
HGNC:15453	ACBD3	GCP60	GOCAP1	64746
HGNC:15453	ACBD3	PAP7	GOLPH1	64746
HGNC:15453	ACBD3	PAP7	GOCAP1	64746
HGNC:23337	ACBD4	FLJ13322		79777
HGNC:23338	ACBD5	DKFZp434A2417		91452
HGNC:23338	ACBD5	KIAA1996		91452
HGNC:23339	ACBD6	MGC2404		84320
HGNC:17715	ACBD7	FLJ38219		414149
HGNC:17715	ACBD7	bA455B2.2		414149
HGNC:23989	ACCS	PHACS		84680
HGNC:23989	ACCS	ACS		84680
HGNC:34391	ACCSL			390110
HGNC:25070	ACD	Ptop		65057
HGNC:25070	ACD	Pip1		65057
HGNC:25070	ACD	Tpp1		65057
HGNC:25070	ACD	Tint1		65057
HGNC:2707	ACE	ACE1	DCP1	1636
HGNC:2707	ACE	CD143	DCP1	1636
HGNC:13557	ACE2			59272
HGNC:18356	ACER1		ASAH3	125981
HGNC:23675	ACER2	FLJ41587	ASAH3L	340485
HGNC:23675	ACER2	ALKCDase2	ASAH3L	340485
HGNC:16066	ACER3	FLJ11238	PHCA	55331
HGNC:16066	ACER3	APHC	PHCA	55331
HGNC:108	ACHE		YT	43
HGNC:17066	ACIN1	KIAA0670	ACINUS	22985
HGNC:17066	ACIN1	fSAP152	ACINUS	22985
HGNC:4035	ACKR1	CCBP1	FY	2532
HGNC:4035	ACKR1	CCBP1	DARC	2532
HGNC:4035	ACKR1	GPD	FY	2532
HGNC:4035	ACKR1	GPD	DARC	2532
HGNC:4035	ACKR1	Dfy	FY	2532
HGNC:4035	ACKR1	Dfy	DARC	2532
HGNC:4035	ACKR1	CD234	FY	2532
HGNC:4035	ACKR1	CD234	DARC	2532
HGNC:1565	ACKR2	CCR10	CMKBR9	1238
HGNC:1565	ACKR2	CCR10	CCBP2	1238
HGNC:1565	ACKR2	D6	CMKBR9	1238
HGNC:1565	ACKR2	D6	CCBP2	1238
HGNC:1565	ACKR2	CCR9	CMKBR9	1238
HGNC:1565	ACKR2	CCR9	CCBP2	1238
HGNC:23692	ACKR3	RDC1	CMKOR1	57007
HGNC:23692	ACKR3	RDC1	CXCR7	57007
HGNC:23692	ACKR3	GPR159	CMKOR1	57007
HGNC:23692	ACKR3	GPR159	CXCR7	57007
HGNC:1611	ACKR4	CCR11	CCRL1	51554
HGNC:1611	ACKR4	CCBP2	CCRL1	51554
HGNC:1611	ACKR4	VSHK1	CCRL1	51554
HGNC:1611	ACKR4	CCX-CKR	CCRL1	51554
HGNC:1611	ACKR4	PPR1	CCRL1	51554
HGNC:115	ACLY	ATPCL		47
HGNC:115	ACLY	CLATP		47
HGNC:115	ACLY	ACL		47
HGNC:19288	ACMSD			130013
HGNC:117	ACO1	IRP1	IREB1	48
HGNC:117	ACO1	IREBP	IREB1	48
HGNC:118	ACO2	ACONM		50
HGNC:33904	ACOD1	CAD	IRG1	730249
HGNC:33128	ACOT1	ACH2		641371
HGNC:33128	ACOT1	CTE-1		641371
HGNC:33128	ACOT1	LACH2		641371
HGNC:18431	ACOT2	Mte1		10965
HGNC:18431	ACOT2	ZAP128		10965
HGNC:19748	ACOT4	FLJ31235		122970
HGNC:19748	ACOT4	PTE-Ib		122970
HGNC:19748	ACOT4	PTE2B		122970
HGNC:33159	ACOT6		C14orf42	641372
HGNC:24157	ACOT7	BACH		11332
HGNC:24157	ACOT7	ACH1		11332
HGNC:24157	ACOT7	ACT		11332
HGNC:24157	ACOT7	CTE-II		11332
HGNC:24157	ACOT7	LACH1		11332
HGNC:24157	ACOT7	MGC1126		11332
HGNC:24157	ACOT7	hBACH		11332
HGNC:15919	ACOT8	hACTE-III	PTE1	10005
HGNC:15919	ACOT8	hTE	PTE1	10005
HGNC:15919	ACOT8	PTE-2	PTE1	10005
HGNC:15919	ACOT8	NAP1	PTE1	10005
HGNC:17152	ACOT9	CGI-16		23597
HGNC:17152	ACOT9	MT-ACT48		23597
HGNC:17152	ACOT9	ACATE2		23597
HGNC:18156	ACOT11	STARD14	THEA	26027
HGNC:18156	ACOT11	BFIT	THEA	26027
HGNC:18156	ACOT11	KIAA0707	THEA	26027
HGNC:18156	ACOT11	BFIT1	THEA	26027
HGNC:18156	ACOT11	THEM1	THEA	26027
HGNC:24436	ACOT12	Cach		134526
HGNC:24436	ACOT12	THEAL		134526
HGNC:24436	ACOT12	STARD15		134526
HGNC:20999	ACOT13	HT012	THEM2	55856
HGNC:119	ACOX1	PALMCOX		51
HGNC:120	ACOX2	BRCACOX		8309
HGNC:120	ACOX2	BRCOX		8309
HGNC:120	ACOX2	THCCox		8309
HGNC:121	ACOX3			8310
HGNC:25621	ACOXL	FLJ11042		55289
HGNC:122	ACP1	HAAP		52
HGNC:122	ACP1	LMW-PTP		52
HGNC:122	ACP1	LMWPTP		52
HGNC:123	ACP2	LAP		53
HGNC:14376	ACP4		ACPT	93650
HGNC:124	ACP5	TRAP		54
HGNC:124	ACP5	HPAP		54
HGNC:29609	ACP6	LPAP		51205
HGNC:29609	ACP6	ACPL1		51205
HGNC:33781	ACP7	FLJ16165		390928
HGNC:33781	ACP7	PAPL1		390928
HGNC:33781	ACP7	PAPL		390928
HGNC:125	ACPP	ACP3		55
HGNC:125	ACPP	ACP-3		55
HGNC:125	ACPP	PAP		55
HGNC:126	ACR			49
HGNC:17195	ACRBP	SP32		84519
HGNC:17195	ACRBP	OY-TES-1		84519
HGNC:17195	ACRBP	CT23		84519
HGNC:127	ACRV1	SPACA2		56
HGNC:127	ACRV1	SP-10		56
HGNC:127	ACRV1	D11S4365		56
HGNC:29567	ACSBG1	BGM		23205
HGNC:29567	ACSBG1	FLJ30320		23205
HGNC:29567	ACSBG1	MGC14352		23205
HGNC:29567	ACSBG1	BG1		23205
HGNC:29567	ACSBG1	KIAA0631		23205
HGNC:29567	ACSBG1	hBG1		23205
HGNC:29567	ACSBG1	hsBG		23205
HGNC:24174	ACSBG2	BGR		81616
HGNC:24174	ACSBG2	PRTD-NY3		81616
HGNC:24174	ACSBG2	DKFZp434K1635		81616
HGNC:26101	ACSF2	FLJ20920		80221
HGNC:26101	ACSF2	ACSMW		80221
HGNC:27288	ACSF3			197322
HGNC:3569	ACSL1	LACS2	FACL2	2180
HGNC:3569	ACSL1	LACS	FACL2	2180
HGNC:3569	ACSL1	ACS1	FACL2	2180
HGNC:3569	ACSL1	LACS1	FACL2	2180
HGNC:3569	ACSL1	FACL1	FACL2	2180
HGNC:3570	ACSL3	ACS3	FACL3	2181
HGNC:3570	ACSL3	PRO2194	FACL3	2181
HGNC:3571	ACSL4	ACS4	FACL4	2182
