GENE	gain_p_value	gain_fdr	loss_p_value	loss_fdr	gain_sample_prop	normal_sample_prop	loss_sample_prop	gain_exp_mean	normal_exp_mean	loss_exp_mean	gain_vs_rest_exp_diff	loss_vs_exp_diff
CNOT7	1.63079652019856e-19	1.77405972047895e-18	5.41649568636883e-22	8.80987642763036e-21	0.284153005464481	0.478142076502732	0.237704918032787	10.7046	10.3812148571429	9.80026896551724	0.516294656488549	-0.701490891113583
UPF3A	2.14094784534051e-19	2.28800708090108e-18	2.41799093963552e-19	2.61228112070888e-18	0.265027322404372	0.502732240437158	0.23224043715847	9.37377731958763	8.87565815217391	8.30961176470588	0.676981408806961	-0.737994996859953
SAP18	2.21365573503488e-19	2.36108866582529e-18	8.88659288396524e-20	1.03112466722923e-18	0.245901639344262	0.516393442622951	0.237704918032787	11.4307911111111	11.047262962963	10.5706091954023	0.533777705314009	-0.60037252502781
ERICH1	3.21450978279482e-19	3.35648908677677e-18	5.05622367568643e-14	2.73928353253365e-13	0.278688524590164	0.478142076502732	0.243169398907104	8.54008823529412	8.14333371428572	7.54483146067416	0.598522326203208	-0.744599586257252
PAN3	3.24635324972237e-19	3.3832700566286e-18	3.08488768325454e-15	1.95067651842505e-14	0.265027322404372	0.519125683060109	0.215846994535519	10.012581443299	9.44268526315789	8.90769873417721	0.727011183075922	-0.727599523662507
UTP14C	4.35543901309675e-19	4.48900444447526e-18	1.21376443344562e-13	6.26261648853456e-13	0.256830601092896	0.505464480874317	0.237704918032787	10.167064893617	9.59028324324324	9.07464597701149	0.741709746558199	-0.709965134099617
KIAA1704	6.22809701997969e-19	6.24326482550784e-18	4.2308786636852e-12	1.82619296977344e-11	0.248633879781421	0.508196721311475	0.243169398907104	8.56637032967033	7.91546129032258	7.39142696629214	0.820505602397602	-0.737870867642883
RER1	6.26707956725414e-19	6.2682273840247e-18	5.7368481220648e-20	6.86186639015802e-19	0.207650273224044	0.587431693989071	0.204918032786885	11.8328644736842	11.432888372093	10.8930093333333	0.53959999092559	-0.64434015120275
POLR1D	9.3162772086582e-19	9.11759674488932e-18	1.60143732120706e-26	5.02101709900155e-25	0.262295081967213	0.521857923497268	0.215846994535519	11.1771322916667	10.8099361256545	10.1819784810127	0.550931921296296	-0.750782843029153
NDFIP2	1.00777908650228e-18	9.79267187079885e-18	1.76612066580035e-11	7.14987750858077e-11	0.265027322404372	0.516393442622951	0.218579234972678	10.040818556701	9.3498671957672	8.88232375	0.829997738857166	-0.70188708916084
MRPS31	1.08042280868e-18	1.04243621169637e-17	2.0594334807983e-18	1.952883640479e-17	0.256830601092896	0.508196721311475	0.234972677595628	8.60893085106383	8.20586774193548	7.79606511627907	0.532633056946183	-0.545116669435216
