MW	MWPvalue	CW	CWPvalue	score	scorePvalue	epsilon	coverage	fdr	Gene
0.0862100037430391	0.338	NA	NA	NA	NA	0	0.0218579234972678	NA	LOXHD1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LOXL1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LOXL2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LOXL3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LOXL4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPAL2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPAR1
0.0363043291018894	0.416	NA	NA	NA	NA	0	0.0300546448087432	NA	LPAR2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPAR3
0.608257362046944	0.015	NA	NA	NA	NA	0	0.0136612021857923	NA	LPAR5
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPAR6
0.0515510967969038	0.18	NA	NA	NA	NA	0	0.306010928961749	NA	LPCAT1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPCAT2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPCAT3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPCAT4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPGAT1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPHN1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPHN2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPHN3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPIN1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPIN2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPIN3
0.627733567857983	0.002	NA	NA	NA	NA	0	0.0218579234972678	NA	LPL
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPO
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPP
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPPR1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPPR3
0.902643485816098	0	NA	NA	NA	NA	0	0.0273224043715847	NA	LPPR4
0.226520128043509	0.239	NA	NA	NA	NA	0	0.0109289617486339	NA	LPPR5
NA	NA	NA	NA	NA	NA	NA	NA	NA	LPXN
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRAT
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRBA
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRCH1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRCH3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRCH4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRFN1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRFN2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRFN3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRFN4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRFN5
0.573346460234883	0	NA	NA	NA	NA	0	0.12568306010929	NA	LRG1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRGUK
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRIG1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRIG2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRIG3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRIT2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRIT3
0.661752198787345	0	NA	NA	NA	NA	0	0.0573770491803279	NA	LRMP
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRP1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LRP10
